Day,EUR,NEAR
6,14.250000,12.825000,
6,6.650000,5.985000,
6,2.850000,2.565000,
6,9.500000,8.550000,
6,9.500000,8.550000,
6,3.800000,3.420000,
6,4.750000,4.275000,
6,12.350001,11.115001,
6,1.900000,1.710000,
6,8.550000,7.695000,
6,8.550000,7.695000,
6,7.600000,6.840000,
6,12.350001,11.115001,
6,7.600000,6.840000,
6,2.850000,2.565000,
6,12.350001,11.115001,
6,7.600000,6.840000,
6,12.350001,11.115001,
6,6.650000,5.985000,
6,6.650000,5.985000,
6,4.750000,4.275000,
6,8.550000,7.695000,
6,12.350001,11.115001,
6,7.600000,6.840000,
6,8.550000,7.695000,
6,9.500000,8.550000,
6,9.500000,8.550000,
6,7.600000,6.840000,
6,12.350001,11.115001,
6,6.650000,5.985000,
6,12.350001,11.115001,
6,3.800000,3.420000,
6,7.600000,6.840000,
6,6.650000,5.985000,
6,5.700000,5.130000,
7,6.650000,5.985000,
7,5.700000,5.130000,
7,4.750000,4.275000,
7,13.300000,11.970000,
7,5.700000,5.130000,
7,10.450000,9.405000,
7,8.550000,7.695000,
7,4.750000,4.275000,
7,4.750000,4.275000,
7,7.600000,6.840000,
7,8.550000,7.695000,
7,4.750000,4.275000,
7,12.350001,11.115001,
7,12.350001,11.115001,
7,13.300000,11.970000,
7,2.850000,2.565000,
7,1.900000,1.710000,
7,1.900000,1.710000,
7,5.700000,5.130000,
7,8.550000,7.695000,
7,8.550000,7.695000,
7,12.350001,11.115001,
7,5.700000,5.130000,
7,2.850000,2.565000,
7,8.550000,7.695000,
7,12.350001,11.115001,
7,2.850000,2.565000,
7,18.049999,16.244999,
7,7.600000,6.840000,
7,9.500000,8.550000,
7,8.550000,7.695000,
7,2.850000,2.565000,
7,10.450000,9.405000,
7,9.500000,8.550000,
7,18.049999,16.244999,
7,19.000000,17.100000,
7,8.550000,7.695000,
7,13.300000,11.970000,
7,9.500000,8.550000,
7,4.750000,4.275000,
7,2.850000,2.565000,
7,12.350001,11.115001,
7,6.650000,5.985000,
7,9.500000,8.550000,
8,7.600000,6.840000,
8,9.500000,8.550000,
8,7.600000,6.840000,
8,6.650000,5.985000,
8,12.350001,11.115001,
8,4.750000,4.275000,
8,12.350001,11.115001,
8,7.600000,6.840000,
8,7.600000,6.840000,
8,7.600000,6.840000,
8,5.700000,5.130000,
8,4.750000,4.275000,
8,1.900000,1.710000,
8,8.550000,7.695000,
8,12.350001,11.115001,
8,7.600000,6.840000,
8,1.900000,1.710000,
8,13.300000,11.970000,
8,13.300000,11.970000,
8,2.850000,2.565000,
8,4.750000,4.275000,
8,5.700000,5.130000,
8,8.550000,7.695000,
8,9.500000,8.550000,
8,14.250000,12.825000,
8,8.550000,7.695000,
8,13.300000,11.970000,
8,6.650000,5.985000,
8,14.250000,12.825000,
8,8.550000,7.695000,
8,9.500000,8.550000,
8,12.350001,11.115001,
8,2.850000,2.565000,
8,8.550000,7.695000,
8,8.550000,7.695000,
8,5.700000,5.130000,
8,8.550000,7.695000,
8,5.700000,5.130000,
9,12.350001,11.115001,
9,17.100000,15.390000,
9,13.300000,11.970000,
9,12.350001,11.115001,
9,18.049999,16.244999,
9,13.300000,11.970000,
9,8.550000,7.695000,
9,6.650000,5.985000,
9,2.850000,2.565000,
9,7.600000,6.840000,
9,8.550000,7.695000,
9,8.550000,7.695000,
9,3.800000,3.420000,
9,17.100000,15.390000,
9,18.049999,16.244999,
9,14.250000,12.825000,
9,8.550000,7.695000,
9,5.700000,5.130000,
9,14.250000,12.825000,
9,14.250000,12.825000,
9,12.350001,11.115001,
9,6.650000,5.985000,
9,14.250000,12.825000,
9,7.600000,6.840000,
9,8.550000,7.695000,
9,8.550000,7.695000,
9,8.550000,7.695000,
9,12.350001,11.115001,
9,1.900000,1.710000,
9,9.500000,8.550000,
9,9.500000,8.550000,
9,6.650000,5.985000,
9,4.750000,4.275000,
9,18.049999,16.244999,
9,9.500000,8.550000,
9,4.750000,4.275000,
9,19.000000,17.100000,
9,12.350001,11.115001,
9,9.500000,8.550000,
9,10.450000,9.405000,
9,2.850000,2.565000,
9,7.600000,6.840000,
9,4.750000,4.275000,
9,1.900000,1.710000,
9,2.850000,2.565000,
9,5.700000,5.130000,
9,7.600000,6.840000,
9,12.350001,11.115001,
9,8.550000,7.695000,
9,8.550000,7.695000,
9,12.350001,11.115001,
10,8.550000,7.695000,
10,5.700000,5.130000,
10,13.300000,11.970000,
10,14.250000,12.825000,
10,2.850000,2.565000,
10,14.250000,12.825000,
10,6.650000,5.985000,
10,1.900000,1.710000,
10,5.700000,5.130000,
10,18.049999,16.244999,
10,7.600000,6.840000,
10,12.350001,11.115001,
10,14.250000,12.825000,
10,8.550000,7.695000,
10,4.750000,4.275000,
10,12.350001,11.115001,
10,5.700000,5.130000,
10,9.500000,8.550000,
10,8.550000,7.695000,
10,9.500000,8.550000,
10,1.900000,1.710000,
10,7.600000,6.840000,
10,4.750000,4.275000,
10,9.500000,8.550000,
10,6.650000,5.985000,
10,19.000000,17.100000,
10,14.250000,12.825000,
10,17.100000,15.390000,
10,5.700000,5.130000,
10,13.300000,11.970000,
10,1.900000,1.710000,
10,9.500000,8.550000,
10,14.250000,12.825000,
10,13.300000,11.970000,
10,2.850000,2.565000,
10,8.550000,7.695000,
10,4.750000,4.275000,
10,12.350001,11.115001,
10,9.500000,8.550000,
10,8.550000,7.695000,
10,8.550000,7.695000,
10,4.750000,4.275000,
10,7.600000,6.840000,
10,13.300000,11.970000,
11,13.300000,11.970000,
11,17.100000,15.390000,
11,10.450000,9.405000,
11,5.700000,5.130000,
11,6.650000,5.985000,
11,13.300000,11.970000,
11,1.900000,1.710000,
11,6.650000,5.985000,
11,18.049999,16.244999,
11,15.199999,13.679999,
11,9.500000,8.550000,
11,4.750000,4.275000,
11,8.550000,7.695000,
11,6.650000,5.985000,
11,15.199999,13.679999,
11,7.600000,6.840000,
11,8.550000,7.695000,
11,12.350001,11.115001,
11,7.600000,6.840000,
11,4.750000,4.275000,
11,19.000000,17.100000,
11,19.000000,17.100000,
11,17.100000,15.390000,
11,4.750000,4.275000,
11,8.550000,7.695000,
11,0.950000,0.855000,
11,6.650000,5.985000,
11,9.500000,8.550000,
11,12.350001,11.115001,
11,15.199999,13.679999,
11,8.550000,7.695000,
11,8.550000,7.695000,
11,7.600000,6.840000,
11,12.350001,11.115001,
11,0.950000,0.855000,
11,12.350001,11.115001,
11,2.850000,2.565000,
11,7.600000,6.840000,
11,12.350001,11.115001,
11,13.300000,11.970000,
11,19.000000,17.100000,
11,14.250000,12.825000,
11,8.550000,7.695000,
11,13.300000,11.970000,
11,12.350001,11.115001,
11,3.800000,3.420000,
11,4.750000,4.275000,
11,8.550000,7.695000,
11,12.350001,11.115001,
11,2.850000,2.565000,
11,8.550000,7.695000,
12,4.750000,4.275000,
12,13.300000,11.970000,
12,19.000000,17.100000,
12,1.900000,1.710000,
12,4.750000,4.275000,
12,7.600000,6.840000,
12,6.650000,5.985000,
12,5.700000,5.130000,
12,4.750000,4.275000,
12,1.900000,1.710000,
12,14.250000,12.825000,
12,6.650000,5.985000,
12,9.500000,8.550000,
12,15.199999,13.679999,
12,5.700000,5.130000,
12,19.000000,17.100000,
12,5.700000,5.130000,
12,9.500000,8.550000,
12,5.700000,5.130000,
12,13.300000,11.970000,
12,7.600000,6.840000,
12,1.900000,1.710000,
12,7.600000,6.840000,
12,18.049999,16.244999,
12,14.250000,12.825000,
12,8.550000,7.695000,
12,5.700000,5.130000,
12,7.600000,6.840000,
12,7.600000,6.840000,
12,13.300000,11.970000,
12,18.049999,16.244999,
12,13.300000,11.970000,
12,19.000000,17.100000,
12,4.750000,4.275000,
12,3.800000,3.420000,
12,19.000000,17.100000,
12,8.550000,7.695000,
12,4.750000,4.275000,
12,13.300000,11.970000,
12,14.250000,12.825000,
12,1.900000,1.710000,
12,4.750000,4.275000,
12,8.550000,7.695000,
12,1.900000,1.710000,
12,8.550000,7.695000,
13,3.800000,3.420000,
13,1.900000,1.710000,
13,5.700000,5.130000,
13,12.350001,11.115001,
13,8.550000,7.695000,
13,14.250000,12.825000,
13,7.600000,6.840000,
13,1.900000,1.710000,
13,1.900000,1.710000,
13,8.550000,7.695000,
13,8.550000,7.695000,
13,5.700000,5.130000,
13,4.750000,4.275000,
13,14.250000,12.825000,
13,2.850000,2.565000,
13,13.300000,11.970000,
13,7.600000,6.840000,
13,5.700000,5.130000,
13,8.550000,7.695000,
13,9.500000,8.550000,
13,13.300000,11.970000,
13,13.300000,11.970000,
13,4.750000,4.275000,
13,7.600000,6.840000,
13,6.650000,5.985000,
13,4.750000,4.275000,
13,1.900000,1.710000,
13,12.350001,11.115001,
13,7.600000,6.840000,
13,5.700000,5.130000,
13,9.500000,8.550000,
13,6.650000,5.985000,
13,6.650000,5.985000,
13,1.900000,1.710000,
13,6.650000,5.985000,
13,8.550000,7.695000,
13,13.300000,11.970000,
13,1.900000,1.710000,
13,5.700000,5.130000,
13,12.350001,11.115001,
13,2.850000,2.565000,
13,14.250000,12.825000,
13,5.700000,5.130000,
13,4.750000,4.275000,
13,5.700000,5.130000,
13,10.450000,9.405000,
13,5.700000,5.130000,
13,8.550000,7.695000,
13,10.450000,9.405000,
13,7.600000,6.840000,
13,3.800000,3.420000,
13,8.550000,7.695000,
13,9.500000,8.550000,
13,5.700000,5.130000,
13,1.900000,1.710000,
13,5.700000,5.130000,
14,6.650000,5.985000,
14,2.850000,2.565000,
14,14.250000,12.825000,
14,0.950000,0.855000,
14,1.900000,1.710000,
14,14.250000,12.825000,
14,9.500000,8.550000,
14,19.000000,17.100000,
14,6.650000,5.985000,
14,13.300000,11.970000,
14,8.550000,7.695000,
14,8.550000,7.695000,
14,1.900000,1.710000,
14,13.300000,11.970000,
14,14.250000,12.825000,
14,4.750000,4.275000,
14,14.250000,12.825000,
14,14.250000,12.825000,
14,6.650000,5.985000,
14,4.750000,4.275000,
14,9.500000,8.550000,
14,2.850000,2.565000,
14,7.600000,6.840000,
14,7.600000,6.840000,
14,2.850000,2.565000,
14,7.600000,6.840000,
14,9.500000,8.550000,
14,14.250000,12.825000,
14,4.750000,4.275000,
14,2.850000,2.565000,
14,7.600000,6.840000,
14,5.700000,5.130000,
14,1.900000,1.710000,
14,13.300000,11.970000,
14,3.800000,3.420000,
14,12.350001,11.115001,
14,5.700000,5.130000,
14,5.700000,5.130000,
14,8.550000,7.695000,
14,7.600000,6.840000,
14,1.900000,1.710000,
14,5.700000,5.130000,
14,13.300000,11.970000,
14,13.300000,11.970000,
14,8.550000,7.695000,
14,2.850000,2.565000,
14,1.900000,1.710000,
15,4.750000,4.275000,
15,8.550000,7.695000,
15,18.049999,16.244999,
15,7.600000,6.840000,
15,13.300000,11.970000,
15,10.450000,9.405000,
15,8.550000,7.695000,
15,14.250000,12.825000,
15,13.300000,11.970000,
15,18.049999,16.244999,
15,8.550000,7.695000,
15,8.550000,7.695000,
15,8.550000,7.695000,
15,9.500000,8.550000,
15,8.550000,7.695000,
15,5.700000,5.130000,
15,6.650000,5.985000,
15,14.250000,12.825000,
15,8.550000,7.695000,
15,7.600000,6.840000,
15,8.550000,7.695000,
15,9.500000,8.550000,
15,5.700000,5.130000,
15,14.250000,12.825000,
15,14.250000,12.825000,
15,1.900000,1.710000,
15,2.850000,2.565000,
15,19.000000,17.100000,
15,2.850000,2.565000,
15,9.500000,8.550000,
15,13.300000,11.970000,
15,2.850000,2.565000,
15,5.700000,5.130000,
15,5.700000,5.130000,
15,8.550000,7.695000,
15,12.350001,11.115001,
15,5.700000,5.130000,
15,1.900000,1.710000,
15,9.500000,8.550000,
15,19.000000,17.100000,
15,5.700000,5.130000,
15,8.550000,7.695000,
15,13.300000,11.970000,
15,6.650000,5.985000,
15,5.700000,5.130000,
15,7.600000,6.840000,
15,12.350001,11.115001,
15,4.750000,4.275000,
15,9.500000,8.550000,
15,18.049999,16.244999,
15,14.250000,12.825000,
15,4.750000,4.275000,
15,14.250000,12.825000,
15,18.049999,16.244999,
15,17.100000,15.390000,
15,8.550000,7.695000,
15,7.600000,6.840000,
16,13.300000,11.970000,
16,7.600000,6.840000,
16,9.500000,8.550000,
16,19.000000,17.100000,
16,7.600000,6.840000,
16,2.850000,2.565000,
16,6.650000,5.985000,
16,18.049999,16.244999,
16,12.350001,11.115001,
16,8.550000,7.695000,
16,5.700000,5.130000,
16,4.750000,4.275000,
16,4.750000,4.275000,
16,8.550000,7.695000,
16,8.550000,7.695000,
16,4.750000,4.275000,
16,12.350001,11.115001,
16,4.750000,4.275000,
16,3.800000,3.420000,
16,5.700000,5.130000,
16,14.250000,12.825000,
16,15.199999,13.679999,
16,6.650000,5.985000,
16,14.250000,12.825000,
16,14.250000,12.825000,
16,7.600000,6.840000,
16,6.650000,5.985000,
16,6.650000,5.985000,
16,1.900000,1.710000,
16,9.500000,8.550000,
16,8.550000,7.695000,
16,4.750000,4.275000,
16,5.700000,5.130000,
16,14.250000,12.825000,
16,1.900000,1.710000,
16,14.250000,12.825000,
17,13.300000,11.970000,
17,10.450000,9.405000,
17,5.700000,5.130000,
17,5.700000,5.130000,
17,13.300000,11.970000,
17,14.250000,12.825000,
17,8.550000,7.695000,
17,8.550000,7.695000,
17,8.550000,7.695000,
17,6.650000,5.985000,
17,3.800000,3.420000,
17,8.550000,7.695000,
17,8.550000,7.695000,
17,5.700000,5.130000,
17,0.950000,0.855000,
17,8.550000,7.695000,
17,2.850000,2.565000,
17,1.900000,1.710000,
17,8.550000,7.695000,
17,8.550000,7.695000,
17,5.700000,5.130000,
17,15.199999,13.679999,
17,7.600000,6.840000,
17,8.550000,7.695000,
17,8.550000,7.695000,
17,6.650000,5.985000,
17,6.650000,5.985000,
17,12.350001,11.115001,
17,2.850000,2.565000,
17,6.650000,5.985000,
17,5.700000,5.130000,
17,1.900000,1.710000,
17,7.600000,6.840000,
17,8.550000,7.695000,
17,19.000000,17.100000,
17,7.600000,6.840000,
17,5.700000,5.130000,
17,19.000000,17.100000,
17,13.300000,11.970000,
18,18.049999,16.244999,
18,8.550000,7.695000,
18,14.250000,12.825000,
18,2.850000,2.565000,
18,1.900000,1.710000,
18,17.100000,15.390000,
18,12.350001,11.115001,
18,8.550000,7.695000,
18,14.250000,12.825000,
18,6.650000,5.985000,
18,6.650000,5.985000,
18,8.550000,7.695000,
18,12.350001,11.115001,
18,8.550000,7.695000,
18,6.650000,5.985000,
18,13.300000,11.970000,
18,10.450000,9.405000,
18,8.550000,7.695000,
18,6.650000,5.985000,
18,5.700000,5.130000,
18,9.500000,8.550000,
18,6.650000,5.985000,
18,9.500000,8.550000,
18,4.750000,4.275000,
18,13.300000,11.970000,
18,6.650000,5.985000,
18,5.700000,5.130000,
18,10.450000,9.405000,
18,7.600000,6.840000,
18,8.550000,7.695000,
18,6.650000,5.985000,
18,8.550000,7.695000,
19,8.550000,7.695000,
19,4.750000,4.275000,
19,5.700000,5.130000,
19,13.300000,11.970000,
19,8.550000,7.695000,
19,8.550000,7.695000,
19,18.049999,16.244999,
19,5.700000,5.130000,
19,8.550000,7.695000,
19,5.700000,5.130000,
19,12.350001,11.115001,
19,7.600000,6.840000,
19,2.850000,2.565000,
19,18.049999,16.244999,
19,8.550000,7.695000,
19,13.300000,11.970000,
19,6.650000,5.985000,
19,4.750000,4.275000,
19,4.750000,4.275000,
19,12.350001,11.115001,
19,2.850000,2.565000,
19,4.750000,4.275000,
19,7.600000,6.840000,
19,13.300000,11.970000,
19,4.750000,4.275000,
19,7.600000,6.840000,
19,8.550000,7.695000,
19,6.650000,5.985000,
19,13.300000,11.970000,
19,9.500000,8.550000,
19,15.199999,13.679999,
19,18.049999,16.244999,
19,8.550000,7.695000,
19,12.350001,11.115001,
19,14.250000,12.825000,
20,5.700000,5.130000,
20,7.600000,6.840000,
20,15.199999,13.679999,
20,5.700000,5.130000,
20,12.350001,11.115001,
20,2.850000,2.565000,
20,8.550000,7.695000,
20,12.350001,11.115001,
20,9.500000,8.550000,
20,4.750000,4.275000,
20,4.750000,4.275000,
20,9.500000,8.550000,
20,3.800000,3.420000,
20,7.600000,6.840000,
20,7.600000,6.840000,
20,13.300000,11.970000,
20,8.550000,7.695000,
20,5.700000,5.130000,
20,7.600000,6.840000,
20,18.049999,16.244999,
20,6.650000,5.985000,
20,12.350001,11.115001,
20,4.750000,4.275000,
20,7.600000,6.840000,
20,8.550000,7.695000,
20,1.900000,1.710000,
20,15.199999,13.679999,
20,8.550000,7.695000,
20,9.500000,8.550000,
20,7.600000,6.840000,
20,5.700000,5.130000,
20,15.199999,13.679999,
20,15.199999,13.679999,
20,12.350001,11.115001,
20,1.900000,1.710000,
20,18.049999,16.244999,
20,6.650000,5.985000,
20,15.199999,13.679999,
20,3.800000,3.420000,
20,6.650000,5.985000,
20,17.100000,15.390000,
20,12.350001,11.115001,
20,8.550000,7.695000,
20,6.650000,5.985000,
20,2.850000,2.565000,
20,13.300000,11.970000,
21,15.199999,13.679999,
21,4.750000,4.275000,
21,12.350001,11.115001,
21,7.600000,6.840000,
21,5.700000,5.130000,
21,14.250000,12.825000,
21,18.049999,16.244999,
21,14.250000,12.825000,
21,12.350001,11.115001,
21,18.049999,16.244999,
21,14.250000,12.825000,
21,7.600000,6.840000,
21,13.300000,11.970000,
21,8.550000,7.695000,
21,9.500000,8.550000,
21,7.600000,6.840000,
21,8.550000,7.695000,
21,5.700000,5.130000,
21,9.500000,8.550000,
21,7.600000,6.840000,
21,5.700000,5.130000,
21,5.700000,5.130000,
21,4.750000,4.275000,
21,9.500000,8.550000,
21,4.750000,4.275000,
21,9.500000,8.550000,
21,9.500000,8.550000,
21,7.600000,6.840000,
21,2.850000,2.565000,
21,4.750000,4.275000,
21,2.850000,2.565000,
21,5.700000,5.130000,
21,13.300000,11.970000,
21,8.550000,7.695000,
22,6.650000,5.985000,
22,8.550000,7.695000,
22,12.350001,11.115001,
22,8.550000,7.695000,
22,4.750000,4.275000,
22,8.550000,7.695000,
22,15.199999,13.679999,
22,8.550000,7.695000,
22,9.500000,8.550000,
22,6.650000,5.985000,
22,7.600000,6.840000,
22,8.550000,7.695000,
22,8.550000,7.695000,
22,14.250000,12.825000,
22,5.700000,5.130000,
22,2.850000,2.565000,
22,6.650000,5.985000,
22,8.550000,7.695000,
22,7.600000,6.840000,
22,7.600000,6.840000,
22,8.550000,7.695000,
22,5.700000,5.130000,
22,8.550000,7.695000,
22,1.900000,1.710000,
22,15.199999,13.679999,
22,1.900000,1.710000,
22,1.900000,1.710000,
22,12.350001,11.115001,
22,2.850000,2.565000,
22,5.700000,5.130000,
22,2.850000,2.565000,
22,12.350001,11.115001,
22,8.550000,7.695000,
22,15.199999,13.679999,
22,1.900000,1.710000,
22,9.500000,8.550000,
22,6.650000,5.985000,
22,5.700000,5.130000,
22,4.750000,4.275000,
22,6.650000,5.985000,
22,7.600000,6.840000,
23,5.700000,5.130000,
23,7.600000,6.840000,
23,5.700000,5.130000,
23,7.600000,6.840000,
23,12.350001,11.115001,
23,9.500000,8.550000,
23,8.550000,7.695000,
23,9.500000,8.550000,
23,7.600000,6.840000,
23,8.550000,7.695000,
23,1.900000,1.710000,
23,7.600000,6.840000,
23,13.300000,11.970000,
23,12.350001,11.115001,
23,9.500000,8.550000,
23,8.550000,7.695000,
23,5.700000,5.130000,
23,6.650000,5.985000,
23,6.650000,5.985000,
23,1.900000,1.710000,
23,12.350001,11.115001,
23,8.550000,7.695000,
23,2.850000,2.565000,
23,4.750000,4.275000,
23,4.750000,4.275000,
23,9.500000,8.550000,
23,5.700000,5.130000,
23,8.550000,7.695000,
23,4.750000,4.275000,
23,7.600000,6.840000,
23,12.350001,11.115001,
23,9.500000,8.550000,
23,13.300000,11.970000,
23,9.500000,8.550000,
23,7.600000,6.840000,
24,6.650000,5.985000,
24,2.850000,2.565000,
24,3.800000,3.420000,
24,10.450000,9.405000,
24,14.250000,12.825000,
24,6.650000,5.985000,
24,9.500000,8.550000,
24,6.650000,5.985000,
24,6.650000,5.985000,
